"count","key1","key2","key3","key4"
"8","Elisabeth W.","","1904","Gebrauchsliteratur::Brief"
"8","Fanny W.","","1893","Gebrauchsliteratur::Brief"
"8","Ferdinand H.","","1906","Gebrauchsliteratur::Brief"
"8","Franz A.","","1933","Gebrauchsliteratur::Brief"
"8","Franz B.","","1915","Gebrauchsliteratur::Brief"
"8","Franz Josef W.","","1878","Gebrauchsliteratur::Brief"
"8","Georg M.","","1861","Gebrauchsliteratur::Brief"
"8","Georg R.","","1907","Gebrauchsliteratur::Brief"
"8","Georg W.","","1888","Gebrauchsliteratur::Brief"
"8","Heinrich G.","","1895","Gebrauchsliteratur::Brief"
"8","Helene M.","","1908","Gebrauchsliteratur::Brief"
"8","Hugo","","1895","Gebrauchsliteratur::Brief"
"8","Jakob G.","","1877","Gebrauchsliteratur::Brief"
"8","Jakob G.","","1897","Gebrauchsliteratur::Brief"
"8","Johann Adam W.","","1918","Gebrauchsliteratur::Brief"
"8","Johann Adam W.","","1927","Gebrauchsliteratur::Brief"
"8","Johannes R.","","1867","Gebrauchsliteratur::Brief"
"8","Josef K.","","1908","Gebrauchsliteratur::Brief"
"8","Josef S.","","1871","Gebrauchsliteratur::Brief"
"8","Joseph W.","","1853","Gebrauchsliteratur::Brief"
"8","Julius B.","","1894","Gebrauchsliteratur::Brief"
"8","Karl D.","","1896","Gebrauchsliteratur::Brief"
"8","Karl F.","","1882","Gebrauchsliteratur::Brief"
"8","Karl Franz Heinrich J.","","1929","Gebrauchsliteratur::Brief"
"8","Karl G.","","1901","Gebrauchsliteratur::Brief"
"8","Karolina B.","","1894","Gebrauchsliteratur::Brief"
"8","Kaspar A.","","1898","Gebrauchsliteratur::Brief"
"8","Leopold E.","","1878","Gebrauchsliteratur::Brief"
"8","Lina H.","","1911","Gebrauchsliteratur::Brief"
"8","Magdalena C.","","1890","Gebrauchsliteratur::Brief"
"8","Margarete G.","","1928","Gebrauchsliteratur::Brief"
"8","Maria E.","","1907","Gebrauchsliteratur::Brief"
"8","Maria E.","","1909","Gebrauchsliteratur::Brief"
"8","Maria E.","","1910","Gebrauchsliteratur::Brief"
"8","Maria V.","","1904","Gebrauchsliteratur::Brief"
"8","Philippina (""Lina"") H.","","1901","Gebrauchsliteratur::Brief"
"8","Philippina (""Lina"") H.","","1902","Gebrauchsliteratur::Brief"
"8","Philippina (""Lina"") H.","","1903","Gebrauchsliteratur::Brief"
"8","Sofia N.","","1907","Gebrauchsliteratur::Brief"
"8","Therese F.","","1896","Gebrauchsliteratur::Brief"
"8","Therese H.","","1909","Gebrauchsliteratur::Brief"
"8","Wilhelmine S.","","1868","Gebrauchsliteratur::Brief"
"7","","","1870","Gebrauchsliteratur::Brief"
"7","","","1884","Gebrauchsliteratur::Brief"
"7","","","1898","Gebrauchsliteratur::Brief"
"7","Albert B.","","1895","Gebrauchsliteratur::Brief"
"7","Anna K.","","1902","Gebrauchsliteratur::Brief"
"7","Anton M.","","1897","Gebrauchsliteratur::Brief"
"7","Barbara S.","","1849","Gebrauchsliteratur::Brief"
"7","Christian D.","","1856","Gebrauchsliteratur::Brief"
"7","Corona T.","","1878","Gebrauchsliteratur::Brief"
"7","Cosmas R.","","1871","Gebrauchsliteratur::Brief"
"7","Dr. N.","","1870","Gebrauchsliteratur::Brief"
"7","Elisabeth S.","","1905","Gebrauchsliteratur::Brief"
"7","Engelbert L.","","1902","Gebrauchsliteratur::Brief"
"7","Erich S.","","1926","Gebrauchsliteratur::Brief"
"7","Franz Joseph R.","","1920","Gebrauchsliteratur::Brief"
"7","Franz K.","","1926","Gebrauchsliteratur::Brief"
"7","Franziska H.","","1898","Gebrauchsliteratur::Brief"
"7","Franziska H.","","1904","Gebrauchsliteratur::Brief"
"7","Franziska K.","","1856","Gebrauchsliteratur::Brief"
"7","Friedrich B.","","1853","Gebrauchsliteratur::Brief"
"7","Genovefa B.","","1856","Gebrauchsliteratur::Brief"
"7","Georg H.","","1854","Gebrauchsliteratur::Brief"
"7","Georg R.","","1855","Gebrauchsliteratur::Brief"
"7","Georg S.","","1917","Gebrauchsliteratur::Brief"
"7","Gustav H.","","1897","Gebrauchsliteratur::Brief"
"7","Gustav H.","","1904","Gebrauchsliteratur::Brief"
"7","Gustav H.","","1918","Gebrauchsliteratur::Brief"
"7","Helene M.","","1889","Gebrauchsliteratur::Brief"
"7","Hermann V.","","1897","Gebrauchsliteratur::Brief"
"7","Ida G.","","1863","Gebrauchsliteratur::Brief"
"7","Johann Nepomuk M.","","1860","Gebrauchsliteratur::Brief"
"7","Johanna K.","","1898","Gebrauchsliteratur::Brief"
"7","Johanna/Maria B.","","1929","Gebrauchsliteratur::Brief"
"7","Josef B.","","1905","Gebrauchsliteratur::Brief"
"7","Joseph K.","","1855","Gebrauchsliteratur::Brief"
"7","Joseph P.","","1891","Gebrauchsliteratur::Brief"
"7","Joseph P.","","1893","Gebrauchsliteratur::Brief"
"7","Joseph W.","","1855","Gebrauchsliteratur::Brief"
"7","K.","","1875","Gebrauchsliteratur::Brief"
"7","Karl F.","","1903","Gebrauchsliteratur::Brief"
"7","Karl G.","","1891","Gebrauchsliteratur::Brief"
"7","Karl G.","","1907","Gebrauchsliteratur::Brief"
"7","Karolina B.","","1891","Gebrauchsliteratur::Brief"
"7","Karolina B.","","1895","Gebrauchsliteratur::Brief"
"7","Kaspar A.","","1905","Gebrauchsliteratur::Brief"
"7","Kaspar G.","","1875","Gebrauchsliteratur::Brief"
"7","Konrad A.","","1888","Gebrauchsliteratur::Brief"
"7","Korbinian E.","","1854","Gebrauchsliteratur::Brief"
"7","Lina H.","","1891","Gebrauchsliteratur::Brief"
"7","Lina H.","","1897","Gebrauchsliteratur::Brief"
"7","Lorenz W.","","1866","Gebrauchsliteratur::Brief"
"7","Louise M.","","1857","Gebrauchsliteratur::Brief"
"7","Magdalena R.","","1931","Gebrauchsliteratur::Brief"
"7","Magdalena R.","","1933","Gebrauchsliteratur::Brief"
"7","Magdalena S.","","1891","Gebrauchsliteratur::Brief"
"7","Magdalena W.","","1916","Gebrauchsliteratur::Brief"
"7","Margaretha P.","","1902","Gebrauchsliteratur::Brief"
"7","Maria E.","","1902","Gebrauchsliteratur::Brief"
"7","Maria H.","","1857","Gebrauchsliteratur::Brief"
"7","Maria N.","","1902","Gebrauchsliteratur::Brief"
"7","Martin W.","","1912","Gebrauchsliteratur::Brief"
"7","Mathilda Franziska W.","","1893","Gebrauchsliteratur::Brief"
"7","Max B.","","1858","Gebrauchsliteratur::Brief"
"7","Moritz K.","","1853","Gebrauchsliteratur::Brief"
"7","Regina G.","","1890","Gebrauchsliteratur::Brief"
"7","Wilhelmine von L.","","1867","Gebrauchsliteratur::Brief"
"6","Agatha B.","","1899","Gebrauchsliteratur::Brief"
"6","Amalie B.","","1879","Gebrauchsliteratur::Brief"
"6","Anna D.","","1851","Gebrauchsliteratur::Brief"
"6","Anna M.","","1860","Gebrauchsliteratur::Brief"
"6","Anna S.","","1900","Gebrauchsliteratur::Brief"
"6","Anna S.","","1915","Gebrauchsliteratur::Brief"
"6","August H.","","1856","Gebrauchsliteratur::Brief"
"6","Babette W.","","1898","Gebrauchsliteratur::Brief"
"6","Barbara S.","","1892","Gebrauchsliteratur::Brief"
"6","Crecenz/Kreßenzia/Kreßenz M.","","1851","Gebrauchsliteratur::Brief"
"6","Dr. Klever","","1957","Gebrauchsliteratur::Brief"
"6","Eberhard D.","","1851","Gebrauchsliteratur::Brief"
"6","Elisabeth H.","","1946","Gebrauchsliteratur::Brief"
"6","Engelbert L.","","1901","Gebrauchsliteratur::Brief"
"6","Ernestine von L.","","1859","Gebrauchsliteratur::Brief"
"6","Fanni Z.","","1859","Gebrauchsliteratur::Brief"
"6","Fanny G.","","1875","Gebrauchsliteratur::Brief"
"6","Florian W.","","1894","Gebrauchsliteratur::Brief"
"6","Franz B.","","1850","Gebrauchsliteratur::Brief"
"6","Friedrich K.","","1900","Gebrauchsliteratur::Brief"
"6","G.","","1890","Gebrauchsliteratur::Brief"
"6","Georg O.","","1894","Gebrauchsliteratur::Brief"
"6","Gustav H.","","1919","Gebrauchsliteratur::Brief"
"6","Hermann D.","","1914","Gebrauchsliteratur::Brief"
"6","Jakob S.","","1850","Gebrauchsliteratur::Brief"
"6","Jakob S.","","1867","Gebrauchsliteratur::Brief"
"6","Johann A.","","1888","Gebrauchsliteratur::Brief"
"6","Johanna W.","","1856","Gebrauchsliteratur::Brief"
"6","Josef B.","","1904","Gebrauchsliteratur::Brief"
"6","Joseph S.","","1851","Gebrauchsliteratur::Brief"
"6","Joseph S.","","1857","Gebrauchsliteratur::Brief"
"6","Joseph S.","","1859","Gebrauchsliteratur::Brief"
"6","Karl Franz Heinrich J.","","1931","Gebrauchsliteratur::Brief"
"6","Karl G.","","1894","Gebrauchsliteratur::Brief"
"6","Kaspar G.","","1874","Gebrauchsliteratur::Brief"
"6","Kaspar H.","","1854","Gebrauchsliteratur::Brief"
"6","Katharina B.","","1905","Gebrauchsliteratur::Brief"
"6","Konrad A.","","1885","Gebrauchsliteratur::Brief"
"6","Lina H.","","1907","Gebrauchsliteratur::Brief"
"6","Lina H.","","1909","Gebrauchsliteratur::Brief"
"6","Lucie B.","","1887","Gebrauchsliteratur::Brief"
"6","M.","","1854","Gebrauchsliteratur::Brief"
"6","Maria E.","","1906","Gebrauchsliteratur::Brief"
"6","Maria E.","","1922","Gebrauchsliteratur::Brief"
"6","Maria N.","","1903","Gebrauchsliteratur::Brief"
"6","Maria N.","","1909","Gebrauchsliteratur::Brief"
"6","Mathilde D.","","1857","Gebrauchsliteratur::Brief"
"6","Michael J.","","1858","Gebrauchsliteratur::Brief"
"6","Michael M.","","1879","Gebrauchsliteratur::Brief"
"6","Michael M.","","1880","Gebrauchsliteratur::Brief"
"6","Oskar R.","","1872","Gebrauchsliteratur::Brief"
"6","Regina P.","","1854","Gebrauchsliteratur::Brief"
"6","Rupert M.","","1890","Gebrauchsliteratur::Brief"
"6","S.","","1864","Gebrauchsliteratur::Brief"
"6","Theodor H.","","1884","Gebrauchsliteratur::Brief"
"6","Therese F.","","1898","Gebrauchsliteratur::Brief"
"6","Therese H.","","1888","Gebrauchsliteratur::Brief"
"6","Wilhelmine S.","","1865","Gebrauchsliteratur::Brief"
"5","","","1862","Gebrauchsliteratur::Brief"
"5","Agatha B.","","1889","Gebrauchsliteratur::Brief"
"5","Agatha B.","","1900","Gebrauchsliteratur::Brief"
"5","Alois K.","","1858","Gebrauchsliteratur::Brief"
"5","B F.","","1920","Gebrauchsliteratur::Brief"
"5","Barbara S.","","1899","Gebrauchsliteratur::Brief"
"5","Barbara S.","","1903","Gebrauchsliteratur::Brief"
"5","Barbara W.","","1871","Gebrauchsliteratur::Brief"
"5","Bertha L.","","1885","Gebrauchsliteratur::Brief"
"5","Corona T.","","1884","Gebrauchsliteratur::Brief"
"5","Crecenz/Kreßenzia/Kreßenz M.","","1852","Gebrauchsliteratur::Brief"
"5","Creszenz R.","","1899","Gebrauchsliteratur::Brief"
"5","Elisabeth K.","","1852","Gebrauchsliteratur::Brief"
"5","Engelbert L.","","1899","Gebrauchsliteratur::Brief"
"5","Ferdinand H.","","1907","Gebrauchsliteratur::Brief"
"5","Franz Joseph R.","","1921","Gebrauchsliteratur::Brief"
"5","Franz S.","","1925","Gebrauchsliteratur::Brief"
"5","Friedrich B.","","1851","Gebrauchsliteratur::Brief"
"5","Gebhard H.","","1888","Gebrauchsliteratur::Brief"
"5","Georg B.","","1858","Gebrauchsliteratur::Brief"
"5","Georg R.","","1913","Gebrauchsliteratur::Brief"
"5","Heinrich K.","","1906","Gebrauchsliteratur::Brief"
"5","Helene M.","","1907","Gebrauchsliteratur::Brief"
"5","Jakob H.","","1883","Gebrauchsliteratur::Brief"
"5","Johann A.","","1889","Gebrauchsliteratur::Brief"
"5","Johann F.","","1906","Gebrauchsliteratur::Brief"
"5","Johann Z.","","1878","Gebrauchsliteratur::Brief"
"5","Josef B.","","1892","Gebrauchsliteratur::Brief"
"5","Josef B.","","1906","Gebrauchsliteratur::Brief"
"5","Joseph M.","","1890","Gebrauchsliteratur::Brief"
"5","Joseph P.","","1892","Gebrauchsliteratur::Brief"
"5","Karl F.","","1905","Gebrauchsliteratur::Brief"
"5","Karl F.","","1913","Gebrauchsliteratur::Brief"
"5","Karl G.","","1893","Gebrauchsliteratur::Brief"
"5","Karl G.","","1899","Gebrauchsliteratur::Brief"
"5","Karolina B.","","1892","Gebrauchsliteratur::Brief"
"5","Karolina B.","","1896","Gebrauchsliteratur::Brief"
"5","Karolina H.","","1867","Gebrauchsliteratur::Brief"
"5","Katharina D.","","1860","Gebrauchsliteratur::Brief"
"5","Katharina W.","","1850","Gebrauchsliteratur::Brief"
"5","Leopold E.","","1872","Gebrauchsliteratur::Brief"
"5","Lorenz W.","","1868","Gebrauchsliteratur::Brief"
"5","Louisa M.","","1908","Gebrauchsliteratur::Brief"
"5","Louisa M.","","1916","Gebrauchsliteratur::Brief"
"5","Margaretha P.","","1901","Gebrauchsliteratur::Brief"
"5","Maria B.","","1880","Gebrauchsliteratur::Brief"
"5","Maria D.","","1890","Gebrauchsliteratur::Brief"
"5","Maria E.","","1901","Gebrauchsliteratur::Brief"
"5","Maria E.","","1918","Gebrauchsliteratur::Brief"
"5","Maria E.","","1921","Gebrauchsliteratur::Brief"
"5","Maria H.","","1917","Gebrauchsliteratur::Brief"
"5","Maria K.","","1910","Gebrauchsliteratur::Brief"
"5","Maria V.","","1911","Gebrauchsliteratur::Brief"
"5","Martin B.","","1899","Gebrauchsliteratur::Brief"
"5","Matthäus und Karolin B.","","1879","Gebrauchsliteratur::Brief"
"5","Rupert M.","","1920","Gebrauchsliteratur::Brief"
"5","V. M.","","1853","Gebrauchsliteratur::Brief"
"5","Vertreter der Ludwig E.","","1877","Gebrauchsliteratur::Brief"
"5","Viktoria K.","","1884","Gebrauchsliteratur::Brief"
"5","Xaver P.","","1880","Gebrauchsliteratur::Brief"
"4","Amalie H.","","1874","Gebrauchsliteratur::Brief"
"4","Anna O.","","1853","Gebrauchsliteratur::Brief"
"4","B.","","1856","Gebrauchsliteratur::Brief"
"4","Corona T.","","1890","Gebrauchsliteratur::Brief"
"4","Corona T.","","1894","Gebrauchsliteratur::Brief"
"4","Engelbert L.","","1894","Gebrauchsliteratur::Brief"
"4","Engelbert S.","","1880","Gebrauchsliteratur::Brief"
"4","Familie S.","","1888","Gebrauchsliteratur::Brief"
"4","Franz S.","","1928","Gebrauchsliteratur::Brief"
"4","Franziska H.","","1886","Gebrauchsliteratur::Brief"
"4","Heinrich B.","","1915","Gebrauchsliteratur::Brief"
"4","Helene","","1866","Gebrauchsliteratur::Brief"
"4","Johan G.","","1883","Gebrauchsliteratur::Brief"
"4","Johann A.","","1886","Gebrauchsliteratur::Brief"
"4","Johann S.","","1854","Gebrauchsliteratur::Brief"
"4","Josef H.","","1857","Gebrauchsliteratur::Brief"
"4","Joseph S.","","1860","Gebrauchsliteratur::Brief"
"4","Karl F.","","1912","Gebrauchsliteratur::Brief"
"4","Karoline B.","","1896","Gebrauchsliteratur::Brief"
"4","Leopold W.","","1886","Gebrauchsliteratur::Brief"
"4","Louisa M.","","1909","Gebrauchsliteratur::Brief"
"4","Louise M.","","1854","Gebrauchsliteratur::Brief"
"4","Louise M.","","1858","Gebrauchsliteratur::Brief"
"4","Magdalena F.","","1921","Gebrauchsliteratur::Brief"
"4","Maria E.","","1904","Gebrauchsliteratur::Brief"
"4","Maria V.","","1913","Gebrauchsliteratur::Brief"
"4","Philippina (""Lina"") H.","","1904","Gebrauchsliteratur::Brief"
"4","Sebastian H.","","1859","Gebrauchsliteratur::Brief"
"4","Sophia S.","","1872","Gebrauchsliteratur::Brief"
"4","Sophie J.","","1881","Gebrauchsliteratur::Brief"
"4","Theres W.","","1917","Gebrauchsliteratur::Brief"
"4","Therese F.","","1897","Gebrauchsliteratur::Brief"
"4","Ursula M.","","1887","Gebrauchsliteratur::Brief"
"3","Christine/Christiana G.","","1910","Gebrauchsliteratur::Brief"
"3","E","","1856","Gebrauchsliteratur::Brief"
"3","Elisabeth K.","","1867","Gebrauchsliteratur::Brief"
"3","Ferdinand H.","","1908","Gebrauchsliteratur::Brief"
"3","Georg M.","","1873","Gebrauchsliteratur::Brief"
"3","Josepha H.","","1870","Gebrauchsliteratur::Brief"
"3","Karl F.","","1909","Gebrauchsliteratur::Brief"
"3","Maria B.","","1885","Gebrauchsliteratur::Brief"
"3","Maria Cleofa G.","","1877","Gebrauchsliteratur::Brief"
"3","Maria D.","","1886","Gebrauchsliteratur::Brief"
"3","Michael M.","","1903","Gebrauchsliteratur::Brief"
"3","Therese F.","","1899","Gebrauchsliteratur::Brief"
"2","Albert K.","","1872","Gebrauchsliteratur::Brief"
"2","Johann A.","","1890","Gebrauchsliteratur::Brief"
"2","Josef H.","","1867","Gebrauchsliteratur::Brief"
"2","Karl F.","","1896","Gebrauchsliteratur::Brief"
"2","Magdalena C.","","1889","Gebrauchsliteratur::Brief"
"2","Maria S.","","1891","Gebrauchsliteratur::Brief"
"2","Maria V.","","1896","Gebrauchsliteratur::Brief"
"1","Maria Z.","","1897","Gebrauchsliteratur::Brief"
