"count","key1","key2","key3","key4"
"150","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Jena, Weimar, Naumburg und Leipzig, 22. August 1798 bis 6. September 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"147","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Adam Lorenz von Oerthel. Hof, 22. Juni bis 19. Juli 1783.","1783","Gebrauchsliteratur::Korrespondenz"
"144","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 20. Januar 1800 bis 6. Februar 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"134","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Erhard Friedrich Vogel. Leipzig, November 1781.","1781","Gebrauchsliteratur::Korrespondenz"
"126","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 12. Dezember 1798 bis 30. Dezember 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"107","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 14. März 1800 bis 28. März 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"106","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Berlin und Weimar, 13. Juni 1800 bis 7. Juli 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"105","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Leipzig, 28. November 1797 bis 29. November 1797.","1797","Gebrauchsliteratur::Korrespondenz"
"103","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Hildburghausen und Weimar, 7. Oktober 1799 bis 17. Oktober 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"103","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Erhard Friedrich Vogel. Leipzig, 20. Februar 1783.","1783","Gebrauchsliteratur::Korrespondenz"
"102","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Berlin, 1800 oder 1801.","1800","Gebrauchsliteratur::Korrespondenz"
"102","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 21. August 1800 bis 31. August 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"91","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 17. Juni 1796 bis 19. Juni 1796.","1796","Gebrauchsliteratur::Korrespondenz"
"89","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 30. November 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"88","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Adam Lorenz von Oerthel. Hof, 17. Juni 1783.","1783","Gebrauchsliteratur::Korrespondenz"
"85","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Gottfried von Herder. Weimar, 23. November 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"84","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Hildburghausen und Weimar, 4. Oktober 1799 bis 11. November 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"83","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Frankfurt a. M., 6. Juni 1818 bis 8. Juni 1818.","1818","Gebrauchsliteratur::Korrespondenz"
"83","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Heidelberg, 18. Juni 1818 bis 20.Juni 1818.","1818","Gebrauchsliteratur::Korrespondenz"
"83","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Berlin, 10. Dezember 1800 bis 26. Dezember 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"83","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Adam Lorenz von Oerthel. Hof, 1. August 1783 bis 7. August 1783.","1783","Gebrauchsliteratur::Korrespondenz"
"82","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 27. Januar 1799 bis 5. Februar 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"82","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emma und Caroline Richter. Stuttgart, 20. Juni 1819 bis 22. Juni 1819.","1819","Gebrauchsliteratur::Korrespondenz"
"82","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Meiningen, 13. August 1802 bis 16. August 1802.","1802","Gebrauchsliteratur::Korrespondenz"
"82","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Adam Lorenz von Oerthel. Hof, 5. Dezember 1784.","1784","Gebrauchsliteratur::Korrespondenz"
"81","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Heidelberg, 23. Juni 1818 bis 28. Juni 1818.","1818","Gebrauchsliteratur::Korrespondenz"
"79","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Weimar, 21. Februar 1800 bis 6. März 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"78","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Heidelberg, 23. Juli 1817 bis 30. Juli 1817.","1817","Gebrauchsliteratur::Korrespondenz"
"78","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Schwarzenbach a. d. Saale, 13. Februar 94.","1794","Gebrauchsliteratur::Korrespondenz"
"78","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emanuel. Coburg, 18. Februar 1804 bis 26. Februar 1804.","1804","Gebrauchsliteratur::Korrespondenz"
"78","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Meiningen und Coburg, 14. Mai 1803 bis 8. September 1803..","1803","Gebrauchsliteratur::Korrespondenz"
"76","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Giebichenstein bei Halle, Halberstadt und Leipzig, 18. Juli 1798 bis 1. August 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"74","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Erhard Friedrich Vogel. Hof, 22. Juli 1783.","1783","Gebrauchsliteratur::Korrespondenz"
"73","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Heidelberg, 18. Juli 1817 bis 20. Juli 1817.","1817","Gebrauchsliteratur::Korrespondenz"
"72","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Berlin, 24. Oktober 1800 bis 29. Oktober 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"72","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Meiningen, 15. Juli 1802 bis 21. Juli 1802.","1802","Gebrauchsliteratur::Korrespondenz"
"72","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Meiningen, 21. November 1801 bis 22. November 1801.","1801","Gebrauchsliteratur::Korrespondenz"
"72","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Heinrich Voß. Bayreuth, 30. August 1818 bis 2. September 1818.","1818","Gebrauchsliteratur::Korrespondenz"
"71","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Leipzig, 21. Februar 1798 bis 27. Februar 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"71","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 11. September 1800 bis 18. September 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"70","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. München, 13. Juni 1820 bis 14. Juni 1820.","1820","Gebrauchsliteratur::Korrespondenz"
"70","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Weimar, 3. Dezember 1798 bis 8. Dezember 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"69","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Bayreuth, 23. Januar 1796 bis 24. Januar 1796.","1796","Gebrauchsliteratur::Korrespondenz"
"68","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Hof, 9. Oktober 1795.","1795","Gebrauchsliteratur::Korrespondenz"
"67","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Erlangen, 16. Juni 1811 bis 18. Juni, Um 11 Uhr.","1811","Gebrauchsliteratur::Korrespondenz"
"67","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Leipzig, 12. Januar 1798 bis 17. Januar 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"67","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emanuel. Coburg, 2. Dezember 1803 bis 2. Dezember 1803.","1803","Gebrauchsliteratur::Korrespondenz"
"66","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Coburg, 24. April 1804 bis 3. Mai 1804.","1804","Gebrauchsliteratur::Korrespondenz"
"66","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Leipzig, 15. August 1798 bis 17. August 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"66","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Schwarzenbach a. d. Saale und Hof, 15. Juli 1790 bis 18. Juli 1790.","1790","Gebrauchsliteratur::Korrespondenz"
"66","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Bayreuth, 21. Januar 1806 bis 6. März 1806.","1806","Gebrauchsliteratur::Korrespondenz"
"65","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Carl August Werner. Leipzig, 15. September 1781.","1781","Gebrauchsliteratur::Korrespondenz"
"65","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Dresden, 16. Mai 1822 bis 20. Mai 1822.","1822","Gebrauchsliteratur::Korrespondenz"
"65","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Löbichau, 2. September 1819 bis 3. September 1819.","1819","Gebrauchsliteratur::Korrespondenz"
"65","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Ohne Ort, 26. März 1793 bis 27. März 1793.","1793","Gebrauchsliteratur::Korrespondenz"
"65","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 2. November 1799 bis 7. November 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"65","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Wernlein. Schwarzenbach a. d. Saale, 20. April 1791.","1791","Gebrauchsliteratur::Korrespondenz"
"64","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Bayreuth, 25. April 1814.","1814","Gebrauchsliteratur::Korrespondenz"
"63","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Nürnberg, 2. September 1823 bis 4. September 1823.","1823","Gebrauchsliteratur::Korrespondenz"
"63","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Leipzig, 3. November 1797 bis 4. November 1797.","1797","Gebrauchsliteratur::Korrespondenz"
"62","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Bayreuth, 21. September 1809 bis 4. Oktober 1809.","1809","Gebrauchsliteratur::Korrespondenz"
"61","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Erhard Friedrich Vogel. Leipzig, 17. September 1781.","1781","Gebrauchsliteratur::Korrespondenz"
"61","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Weimar, 27. Januar 1800 bis 4. Februar 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"61","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Adam Lorenz von Oerthel. Hof, 9. Februar 1785.","1785","Gebrauchsliteratur::Korrespondenz"
"60","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Stuttgart, 16. Juni 1819 bis 17. Juni 1819.","1819","Gebrauchsliteratur::Korrespondenz"
"60","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Hof, 5. November 94 bis 16 November 94.","1794","Gebrauchsliteratur::Korrespondenz"
"60","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emanuel Osmund und Christian Otto. Regensburg, 21. August 1816 bis 22. August 1816.","1816","Gebrauchsliteratur::Korrespondenz"
"60","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Bayreuth, 28. Dezember 1806 bis 30. März 1807.","1806","Gebrauchsliteratur::Korrespondenz"
"59","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Löbichau, 4. September 1819 bis 6. September 1819.","1819","Gebrauchsliteratur::Korrespondenz"
"59","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. München, 31. Mai 1820 bis 4. Juni 1820.","1820","Gebrauchsliteratur::Korrespondenz"
"59","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Benedikt von Oertel. Hof, 22. Oktober 96.","1796","Gebrauchsliteratur::Korrespondenz"
"58","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar und Leipzig, 16. Mai 1800 bis 19. Mai 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"58","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Heinrich Voß. Bayreuth, 25. August 1820.","1820","Gebrauchsliteratur::Korrespondenz"
"57","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Dresden, 2. Mai 1822 bis 6. Mai 1822.","1822","Gebrauchsliteratur::Korrespondenz"
"56","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Gotha und Weimar, 26. oder 27. Juli 1799 bis 1. August 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"56","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Leipzig, 5. Dezember 1797.","1797","Gebrauchsliteratur::Korrespondenz"
"55","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Dresden, 28. Mai 1822 bis 31. Mai 1822.","1822","Gebrauchsliteratur::Korrespondenz"
"55","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Erhard Friedrich Vogel. Leipzig, 12. März 1784.","1784","Gebrauchsliteratur::Korrespondenz"
"54","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Dresden, 8. Mai 1822 bis 13. Mai 1822.","1822","Gebrauchsliteratur::Korrespondenz"
"54","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Erlangen, 14. Juni 1811.","1811","Gebrauchsliteratur::Korrespondenz"
"54","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Meiningen, 1. Februar 1802 bis 6. Februar 1802.","1802","Gebrauchsliteratur::Korrespondenz"
"54","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 12. Juni 1796.","1796","Gebrauchsliteratur::Korrespondenz"
"54","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Coburg, 30. Januar 1804 bis 31. Januar 1804.","1804","Gebrauchsliteratur::Korrespondenz"
"54","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Gotha und Weimar, 1. April 1800 bis 7. April 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"54","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Bernhard Hermann. Hof, 23. September 1789 bis vor dem 30. September 1789.","1789","Gebrauchsliteratur::Korrespondenz"
"54","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Georg Jacob von Ahlefeldt. Hof, 29. April 1796.","1796","Gebrauchsliteratur::Korrespondenz"
"53","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Meiningen, 20. September 1802 bis 21. September 1802.","1802","Gebrauchsliteratur::Korrespondenz"
"52","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Erlangen, 6. Juni 1811 bis 7. Juni 1811.","1811","Gebrauchsliteratur::Korrespondenz"
"52","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Nürnberg, 30. August 1823 bis 31. August 1823.","1823","Gebrauchsliteratur::Korrespondenz"
"52","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Bayreuth, 22. Mai 1808 bis 23. Mai 1808.","1808","Gebrauchsliteratur::Korrespondenz"
"52","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Bayreuth, 29. April 1797 bis 2. Mai 1797.","1797","Gebrauchsliteratur::Korrespondenz"
"52","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Berlin, 19. November 1800 bis 23. November 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"51","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Weimar, 22. Dezember 1799 bis 26. Dezember 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"51","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Heinrich Voß. Bayreuth, 3. September 1821.","1821","Gebrauchsliteratur::Korrespondenz"
"50","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Heidelberg, 19. August 1817 bis 21. August 1817.","1817","Gebrauchsliteratur::Korrespondenz"
"50","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Nürnberg, 15. Juni 1812 bis 17. Juni 1812.","1812","Gebrauchsliteratur::Korrespondenz"
"50","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Benedikt von Oertel. Weimar, 27. Dezember 1799 bis 2. Januar 1800.","1799","Gebrauchsliteratur::Korrespondenz"
"50","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Sophie Rosine Richter. Leipzig, Juli 1782.","1782","Gebrauchsliteratur::Korrespondenz"
"49","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. München, 27. Juni 1820 bis 28. Juni 1820.","1820","Gebrauchsliteratur::Korrespondenz"
"49","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 1. März 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"49","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Meiningen, 21. Juli 1801.","1801","Gebrauchsliteratur::Korrespondenz"
"49","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Max Richter. Bayreuth, 13. Juli 1821 bis 16. Juli 1821.","1821","Gebrauchsliteratur::Korrespondenz"
"48","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Amöne Herold. Bayreuth, 24. Januar 1796 bis 25. Januar 1796.","1796","Gebrauchsliteratur::Korrespondenz"
"48","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Frankfurt a. M., 2. Juni 1818 bis 3. Juni 1818.","1818","Gebrauchsliteratur::Korrespondenz"
"48","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Nürnberg, 12. Juni 1812 bis 17. Juni 1812.","1812","Gebrauchsliteratur::Korrespondenz"
"48","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Erhard Friedrich Vogel. Leipzig, 27. Mai 1781.","1781","Gebrauchsliteratur::Korrespondenz"
"48","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Bayreuth, 25. Januar 1816 bis 27. Januar 1816.","1816","Gebrauchsliteratur::Korrespondenz"
"48","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Heinrich Voß. Bayreuth, 13. April 1821 bis 17. April 1821.","1821","Gebrauchsliteratur::Korrespondenz"
"47","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Dresden, 23. Mai 1822 bis 27. Mai 1822.","1822","Gebrauchsliteratur::Korrespondenz"
"47","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Renate Wirth. Bayreuth, 3. September 1793 bis 4. September 1793.","1793","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Albrecht, Christian und Christoph Otto. Hof, 26. Dezember 1785.","1785","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Bayreuth, 15. Dezember 1810.","1810","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Heidelberg, 1. August 1817 bis 6. August 1817.","1817","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Bayreuth, 20. Juni 1795.","1795","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 25. April 1799 bis 7. Mai 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emanuel. Coburg, 27. Dezember 1803 bis 30. Dezember 1803.","1803","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Erhard Friedrich Vogel. Leipzig, 1. Mai 1783.","1783","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Erhard Friedrich Vogel. Leipzig, 8. März 1782.","1782","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Benedikt von Oertel. Weimar, 10. Juli 1799 bis 11. Juli 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"46","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Weimar, 15. Mai 1799 bis 4. Juni 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"45","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Hof, 22. Mai 1795.","1795","Gebrauchsliteratur::Korrespondenz"
"45","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Leipzig, 15. November 1797.","1797","Gebrauchsliteratur::Korrespondenz"
"45","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Meiningen, 10. Oktober 1801 bis 20. Oktober 1801.","1801","Gebrauchsliteratur::Korrespondenz"
"45","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emma, Caroline, Max und Odilie Minna Richter. Regensburg, 22. August 1816.","1816","Gebrauchsliteratur::Korrespondenz"
"45","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi Berlin, 2. Januar 1801 bis 27. Januar 1801.","1801","Gebrauchsliteratur::Korrespondenz"
"45","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Heinrich Voß. Bayreuth, 26. November 1819 bis 2. Dezember 1819.","1819","Gebrauchsliteratur::Korrespondenz"
"45","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Adam Lorenz von Oerthel. Hof, 1. Februar 1785.","1785","Gebrauchsliteratur::Korrespondenz"
"44","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Leipzig, 2. Oktober 1798.","1798","Gebrauchsliteratur::Korrespondenz"
"44","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emanuel. Nürnberg, 13. Juni 1812 bis 15. Juni 1812.","1812","Gebrauchsliteratur::Korrespondenz"
"44","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Benedikt von Oertel. Hof, 5. November 96.","1796","Gebrauchsliteratur::Korrespondenz"
"44","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Wernlein. Schwarzenbach a. d. Saale, 9. August 1790 bis 11. August 1790.","1790","Gebrauchsliteratur::Korrespondenz"
"44","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Helene Köhler. Schwarzenbach a. d. Saale, 31. Mai 1792.","1792","Gebrauchsliteratur::Korrespondenz"
"44","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Adam Lorenz von Oerthel. Hof, 21. Januar 1785.","1785","Gebrauchsliteratur::Korrespondenz"
"44","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Paul Emile Thieriot. Bayreuth, 13. November 1806 bis 14. November 1806.","1806","Gebrauchsliteratur::Korrespondenz"
"44","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Salomon Friedrich Merkel und Christian Otto. Meiningen, 28. Juli 1801.","1801","Gebrauchsliteratur::Korrespondenz"
"43","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Bayreuth, 11. Oktober 1796.","1796","Gebrauchsliteratur::Korrespondenz"
"43","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Benedikt von Oertel. Hof, 1. Oktober 96.","1796","Gebrauchsliteratur::Korrespondenz"
"43","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Meiningen, 18. Februar 1803 bis 9. April 1803.","1803","Gebrauchsliteratur::Korrespondenz"
"43","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Heinrich Voß. Bayreuth, 13. November 1818 bis 16. November 1818.","1818","Gebrauchsliteratur::Korrespondenz"
"43","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Heinrich Voß. Bayreuth, 4. Mai 1820 bis 5. Mai 1820.","1820","Gebrauchsliteratur::Korrespondenz"
"42","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Caroline Richter. Nürnberg, 21. Juni 1812 bis 23. Juni 1812.","1812","Gebrauchsliteratur::Korrespondenz"
"42","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emanuel Osmund. Heidelberg, 20. Juli 1817.","1817","Gebrauchsliteratur::Korrespondenz"
"42","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Eva Thieriot und Paul Emile Thieriot. Bayreuth, 3. Juli 1813 bis 12. Juli 1813.","1813","Gebrauchsliteratur::Korrespondenz"
"42","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Benedikt von Oertel. Weimar, 6. April 1799 bis 11. April 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"42","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Berlin, 29. Mai 1800 bis 8. Jun 1800.","1800","Gebrauchsliteratur::Korrespondenz"
"42","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Wernlein. Schwarzenbach a. d. Saale, 27. April 1790 bis 28. April 1790.","1790","Gebrauchsliteratur::Korrespondenz"
"42","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Heinrich Voß. Bayreuth, 4. Januar 1819 bis 7. Januar 1819.","1819","Gebrauchsliteratur::Korrespondenz"
"42","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Max Richter. Bayreuth, 20. Februar 1821.","1821","Gebrauchsliteratur::Korrespondenz"
"41","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Hof, 7. April 1795.","1795","Gebrauchsliteratur::Korrespondenz"
"41","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Christian Otto. Weimar, 23. Juni 1799 bis 28. Juni 1799.","1799","Gebrauchsliteratur::Korrespondenz"
"41","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emanuel und Gottlieb Ernst August Mehmel. Meiningen, 15. März 1803.","1803","Gebrauchsliteratur::Korrespondenz"
"41","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Emanuel. Meiningen, 11. Februar 1803 bis 16. Februar 1803.","1803","Gebrauchsliteratur::Korrespondenz"
"41","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Friedrich Heinrich Jacobi. Bayreuth, 14. August 1806 bis 15. August 1806.","1806","Gebrauchsliteratur::Korrespondenz"
"41","Berend, Eduard (#118655795; ed.)","Von Jean Paul an Johann Friedrich Freiherr Cotta von Cottendorf. Bayreuth, 20. Januar 1812.","1812","Gebrauchsliteratur::Korrespondenz"
